"","Geneid","2i_counts","S_counts"
"50878","Sptb",165.5,605.5
"50879","Sptbn1",8295.5,13278
"50880","Sptbn2",434,1824
"50881","Sptbn4",867,550.5
"50882","Sptbn5",39,30.5
"50883","Sptlc1",1114,1367
"50884","Sptlc2",2860.5,2679
"50885","Sptlc3",9,0.5
"50886","Sptssa",645,765.5
"50887","Sptssb",0,0
"50888","Spty2d1",461,1009
"50889","Spx",9,12
"50890","Spz1",4.5,13.5
"50891","Sqle",4192.5,4464
"50892","Sqor",0,30.5
"50893","Sqstm1",5861.5,5432
"50894","Sra1",1122.5,1101
"50895","Srarp",67.5,2
"50896","Srbd1",1383.5,1620
"50897","Src",3357,2273.5
"50898","Srcap",251.5,222.5
"50899","Srcin1",470,237
"50900","Srd5a1",167.5,295
"50901","Srd5a2",0,1.5
"50902","Srd5a3",652,380
"50903","Srebf1",4815,2519.5
"50904","Srebf2",9833,8128.5
"50905","Srek1",2110.5,2293
"50906","Srek1ip1",602,496
"50907","Srf",1064,2199
"50908","Srfbp1",1439,1519.5
"50909","Srgap1",327.5,355
"50910","Srgap2",3393,2489.5
"50911","Srgap3",750.5,386.5
"50912","Srgn",101,9
"50913","Sri",466,952.5
"50914","Srl",675,995.5
"50915","Srm",3983,5042.5
"50916","Srms",4.5,20.5
"50917","Srp14",1463,1529.5
"50918","Srp19",1298.5,1474.5
"50919","Srp54a",1123.5,1370
"50920","Srp54b",1796.5,2041
"50921","Srp54c",1614.5,1788
"50922","Srp68",2995,3229.5
"50923","Srp72",5069,5672
"50924","Srp9",1069.5,1133.5
"50925","Srpk1",4424,5179.5
"50926","Srpk2",2124.5,1629.5
"50927","Srpk3",2.5,1.5
"50928","Srpr",4118,4583
"50929","Srprb",1078.5,1302.5
"50930","Srpx",0,4
"50931","Srpx2",0,1.5
"50932","Srr",75.5,62.5
"50933","Srrd",126.5,130.5
"50934","Srrm1",13019.5,9228.5
"50935","Srrm2",22295,21890.5
"50936","Srrm3",13.5,28
"50937","Srrm3os",0,0.5
"50938","Srrm4",81,26
"50939","Srrm4os",193,8.5
"50940","Srrt",7006,8140
"50941","Srsf1",13652,15469.5
"50942","Srsf10",4169,3587
"50943","Srsf11",7356.5,7268.5
"50944","Srsf12",88,102.5
"50945","Srsf2",11822.5,10184
"50946","Srsf3",8907.5,8360
"50947","Srsf3-ps",1447,1482
"50948","Srsf4",795,685
"50949","Srsf5",10287,7131
"50950","Srsf6",13457.5,11483.5
"50951","Srsf7",8526.5,7685.5
"50952","Srsf9",2337.5,2275.5
"50953","Srsx",0,0
"50954","Srsy",0,0
"50955","Srxn1",826,596
"50956","Sry",0,0
"50957","Ss18",2910,4179.5
"50958","Ss18l1",162,171.5
"50959","Ss18l2",214.5,195.5
"50960","Ssb",7544.5,8482
"50961","Ssbp1",961.5,1117.5
"50962","Ssbp2",32.5,209.5
"50963","Ssbp3",1207,5317
"50964","Ssbp4",1882.5,1214
"50965","Ssc4d",278,72
"50966","Ssc5d",55,92.5
"50967","Ssh1",2267,1552
"50968","Ssh2",338.5,742.5
"50969","Ssh3",88,279.5
"50970","Ssmem1",3.5,4.5
"50971","Ssna1",960.5,918.5
"50972","Sspn",2,21
"50973","Sspnos",0,0
"50974","Sspo",14,28
"50975","Ssr1",5500.5,5635
"50976","Ssr2",6852,4863.5
"50977","Ssr3",7495.5,9084.5
"50978","Ssr4",1779,1265
"50979","Ssrp1",11445,12498.5
"50980","Sst",0,1.5
"50981","Sstr1",0.5,0
"50982","Sstr2",87,12
"50983","Sstr3",10,1.5
"50984","Sstr4",0,3.5
"50985","Sstr5",31.5,14.5
"50986","Ssty1",0,0
"50987","Ssty2",0,0
"50988","Ssu2",1.5,3.5
"50989","Ssu72",2013.5,1914.5
"50990","Ssx2ip",489,1004.5
"50991","Ssx9",0,0
"50992","Ssxa1",0,0
"50993","Ssxb1",0,0
"50994","Ssxb10",0,0
"50995","Ssxb2",0,0
"50996","Ssxb3",0,0
"50997","Ssxb5",0,0
"50998","Ssxb6",0,0.5
"50999","Ssxb8",0,0
"51000","Ssxb9",0,0
"51001","St13",12284.5,12369.5
"51002","St14",2917,6254.5
"51003","St18",2,3
"51004","St3gal1",74.5,135.5
"51005","St3gal2",945,1016.5
"51006","St3gal3",597.5,388.5
"51007","St3gal4",572.5,183.5
"51008","St3gal5",140.5,472.5
"51009","St3gal6",14.5,94.5
"51010","St6gal1",275,860.5
"51011","St6gal2",0,294
"51012","St6galnac1",0.5,0
"51013","St6galnac2",153,172.5
"51014","St6galnac3",194,96.5
"51015","St6galnac4",351.5,276
"51016","St6galnac5",0.5,36
"51017","St6galnac6",668.5,467.5
"51018","St7",44.5,203
"51019","St7l",202,308
"51020","St8sia1",2050.5,235.5
"51021","St8sia2",61.5,56.5
"51022","St8sia3",1.5,39.5
"51023","St8sia3os",0,0.5
"51024","St8sia4",4.5,101
"51025","St8sia5",71.5,14
"51026","St8sia6",436,72.5
"51027","Stab1",4.5,11
"51028","Stab2",27,4.5
"51029","Stac",1,1.5
"51030","Stac2",578.5,311.5
"51031","Stac3",10.5,4.5
"51032","Stag1",4539,3751
"51033","Stag2",2386.5,5469
"51034","Stag3",2461.5,838
"51035","Stam",1661,1530
"51036","Stam2",1610,1617
"51037","Stambp",132.5,180.5
"51038","Stambp-ps1",35.5,28.5
"51039","Stambp-ps2",0,0.5
"51040","Stambpl1",116.5,95
"51041","Stamos",4,5
"51042","Stap1",1,0.5
"51043","Stap2",137.5,340.5
"51044","Star",158,93.5
"51045","Stard10",191,685.5
"51046","Stard13",6,415.5
"51047","Stard3",590.5,635.5
"51048","Stard3nl",1882.5,1536
"51049","Stard4",2310,1793
"51050","Stard5",287.5,337.5
"51051","Stard6",7.5,13
"51052","Stard7",1787.5,2075.5
"51053","Stard8",834.5,628.5
"51054","Stard9",688.5,361
"51055","Stat1",148,143.5
"51056","Stat2",1561.5,848
"51057","Stat3",3406.5,3044
"51058","Stat4",136,144.5
"51059","Stat5a",144.5,160
"51060","Stat5b",266.5,498.5
"51061","Stat6",1335.5,816
"51062","Stau1",1591.5,1950
"51063","Stau2",193.5,521.5
"51064","Stbd1",2,227.5
"51065","Stc1",0,13.5
"51066","Stc2",240.5,500.5
"51067","Steap1",37.5,585
"51068","Steap2",78,1130.5
"51069","Steap3",355.5,508.5
"51070","Steap4",0.5,19
"51071","Stfa1",0,0
"51072","Stfa2",0,0
"51073","Stfa2l1",0,0
"51074","Stfa3",0,0
"51075","Stil",852,900.5
"51076","Stim1",565.5,1052.5
"51077","Stim2",370,688
"51078","Stimate",480,636
"51079","Sting1",119.5,20.5
"51080","Stip1",12768,13507.5
"51081","Stk-ps1",0,0
"51082","Stk-ps2",0,0
"51083","Stk10",364,537.5
"51084","Stk11",2101.5,2412.5
"51085","Stk11ip",1000.5,1074.5
"51086","Stk16",861.5,923
"51087","Stk17b",308,1289.5
"51088","Stk19",261.5,267
"51089","Stk19-ps1",19.5,20
"51090","Stk24",2945,2772
"51091","Stk25",2774.5,2557
"51092","Stk26",61.5,979.5
"51093","Stk3",824.5,533.5
"51094","Stk31",291,214.5
"51095","Stk32a",2,135
"51096","Stk32b",2.5,12
"51097","Stk32c",3.5,52
"51098","Stk33",13.5,2.5
"51099","Stk35",3135.5,2228.5
"51100","Stk36",188.5,151.5
"51101","Stk38",8359.5,3259
"51102","Stk38l",678.5,701.5
"51103","Stk39",43.5,185
"51104","Stk4",2556,3760
"51105","Stk40",1429,1820
"51106","Stkld1",6.5,4.5
"51107","Stmn1",3125,3582
"51108","Stmn1-rs1",0.5,0.5
"51109","Stmn2",3541.5,7318.5
"51110","Stmn3",194.5,107.5
"51111","Stmn4",0,179
"51112","Stmnd1",0,1
"51113","Stn1",808.5,846
"51114","Stom",116.5,293
"51115","Stoml1",1095.5,938
"51116","Stoml2",3406.5,2934
"51117","Stoml3",0,1
"51118","Ston1",500.5,596.5
"51119","Ston2",947,2127
"51120","Stox1",32.5,30
"51121","Stox2",230.5,460.5
"51122","Stpg1",61.5,12
"51123","Stpg2",0,0.5
"51124","Stpg3",8,7
"51125","Stpg4",1,0.5
"51126","Stra6",11,17
"51127","Stra6l",46,26
"51128","Stra8",179,43.5
"51129","Strada",1229,851
"51130","Stradb",198,293
"51131","Strap",5883.5,6592
"51132","Strbp",2064,2650
"51133","Strc",0.5,1
"51134","Strip1",1638.5,2014.5
"51135","Strip2",57,16.5
"51136","Strit1",0,0
"51137","Strn",1143,1359
"51138","Strn3",2291,2840
"51139","Strn4",2681,3029
"51140","Stt3a",7174.5,6337
"51141","Stt3b",5031.5,5665.5
"51142","Stub1",1292.5,1269
"51143","Stum",0.5,3
"51144","Stx11",4.5,146.5
"51145","Stx12",1843,1792
"51146","Stx16",1470,1623.5
"51147","Stx17",201.5,324
"51148","Stx18",311.5,277
"51149","Stx19",1.5,1
"51150","Stx1a",189.5,244.5
"51151","Stx1b",102,157.5
"51152","Stx2",288,434.5
"51153","Stx3",3605.5,4178
"51154","Stx4a",1116,894
"51155","Stx5a",1307,1146.5
"51156","Stx6",668,1171.5
"51157","Stx7",754,1257
"51158","Stx8",520.5,454
"51159","Stxbp1",623.5,711
"51160","Stxbp2",2190.5,1937.5
"51161","Stxbp3",514,585
"51162","Stxbp3-ps",105.5,104.5
"51163","Stxbp4",399.5,504
"51164","Stxbp5",250,458
"51165","Stxbp5l",2.5,2.5
"51166","Stxbp6",20,240.5
"51167","Styk1",3,17
"51168","Styx",532.5,522
"51169","Styxl1",5,1.5
"51170","Sub1",5290.5,6046
"51171","Sucla2",2768,2108.5
"51172","Suclg1",2469,2511
"51173","Suclg2",2005,2016.5
"51174","Sucnr1",0,0
"51175","Suco",1975.5,2105
"51176","Suds3",2975,2721
"51177","Sufu",962.5,1304.5
"51178","Sugct",4.5,3.5
"51179","Sugp1",1649.5,1615
"51180","Sugp2",1511,1096.5
"51181","Sugt1",4865.5,3911
"51182","Sulf1",1909.5,4858.5
"51183","Sulf2",5024.5,4955
"51184","Sult1a1",25.5,2.5
"51185","Sult1b1",0,0.5
"51186","Sult1c1",0,1
"51187","Sult1c2",0,1
"51188","Sult1c2-ps1",0,0
"51189","Sult1c2-ps2",0,0
"51190","Sult1d1",0,0
"51191","Sult1e1",0,0
"51192","Sult2a-ps1",0,0.5
"51193","Sult2a-ps2",0,0
"51194","Sult2a-ps3",0.5,0.5
"51195","Sult2a-ps4",0,0
"51196","Sult2a1",0,0
"51197","Sult2a2",0,0
"51198","Sult2a3",0.5,1
"51199","Sult2a4",1,1.5
"51200","Sult2a5",0,1
"51201","Sult2a6",0,0
"51202","Sult2a7",0,0
"51203","Sult2a8",0,0
"51204","Sult2b1",50,28
"51205","Sult3a1",0,0
"51206","Sult3a2",0,0
"51207","Sult4a1",189,877
"51208","Sult5a1",55,34
"51209","Sult6b1",235,44
"51210","Sult6b2",10,2.5
"51211","Sumf1",582,533
"51212","Sumf2",1612.5,1165
"51213","Sumo1",3296.5,3144
"51214","Sumo2",1857.5,2187.5
"51215","Sumo3",2919.5,3678
"51216","Sun1",5989.5,2950
"51217","Sun2",687.5,772.5
"51218","Sun3",0,3
"51219","Sun5",0,0
"51220","Suox",177,451.5
"51221","Supt16",11147.5,11279
"51222","Supt20",3689,3069.5
"51223","Supt20-ps",2.5,14.5
"51224","Supt3",231.5,277
"51225","Supt4a",619.5,851
"51226","Supt4b",0,0
"51227","Supt5",7440,6713.5
"51228","Supt6",6627,8857
"51229","Supt7l",725,759.5
"51230","Supv3l1",1720.5,1570
"51231","Surf1",353.5,495
"51232","Surf2",478,738.5
"51233","Surf4",4264.5,5127
"51234","Surf6",1442.5,1455
"51235","Susd1",366.5,308.5
"51236","Susd2",1916,409
"51237","Susd3",6,10
"51238","Susd4",153,698.5
"51239","Susd5",26.5,43.5
"51240","Susd6",2739,3271
"51241","Suv39h1",368.5,807.5
"51242","Suv39h2",855.5,890
"51243","Suz12",14978,8025
"51244","Sv2a",42,136.5
"51245","Sv2b",1.5,2
"51246","Sv2c",8,36
"51247","Sva",0,1.5
"51248","Sval1",0,0
"51249","Sval2",0,0
"51250","Sval3",0,0
"51251","Svbp",269,301.5
"51252","Svep1",0,9
"51253","Svet1",0,0
"51254","Svil",1336.5,1027
"51255","Svip",145,185
"51256","Svop",58.5,182
"51257","Svopl",2.5,1
"51258","Svs1",0,0
"51259","Svs2",0,0
"51260","Svs3a",0,0
"51261","Svs3b",0,0
"51262","Svs4",0,0
"51263","Svs5",0,0
"51264","Svs6",0,0
"51265","Swap70",1917.5,2345
"51266","Swi5",2935.5,3140
"51267","Swsap1",137.5,181
"51268","Swt1",1528.5,1227.5
"51269","Syap1",723.5,581
"51270","Sybu",1,14.5
"51271","Syce1",142,190.5
"51272","Syce1l",0.5,0
"51273","Syce2",924.5,985.5
"51274","Syce3",6,15
"51275","Sycn",0,0
"51276","Sycp1",239,194
"51277","Sycp1-ps1",20,17.5
"51278","Sycp2",3.5,51
"51279","Sycp2l",161.5,10
"51280","Sycp3",133,170
"51281","Syde1",272,379
"51282","Syde2",621,1031
"51283","Syf2",1228,1511.5
"51284","Syk",924,683
"51285","Sympk",5632,5497.5
"51286","Syn1",351,370.5
"51287","Syn2",0.5,2
"51288","Syn3",19,14.5
"51289","Syna",8,8.5
"51290","Synb",0,0
"51291","Sync",150.5,37.5
"51292","Syncrip",6215.5,7261
"51293","Syndig1",60,87.5
"51294","Syndig1l",0,13.5
"51295","Syne1",164.5,245.5
"51296","Syne2",1293,1036.5
"51297","Syne3",91,44
"51298","Syne4",470.5,400
"51299","Syngap1",192.5,597.5
"51300","Syngr1",1827,643.5
"51301","Syngr2",1347,1425
"51302","Syngr3",78,260.5
"51303","Syngr4",44.5,17
"51304","Synj1",1068.5,880.5
"51305","Synj2",308.5,464
"51306","Synj2bp",711.5,807.5
"51307","Synm",172.5,464.5
"51308","Synpo",22,154
"51309","Synpo2",19,96.5
"51310","Synpo2l",51.5,614.5
"51311","Synpr",12,7.5
"51312","Synrg",977.5,865
"51313","Syp",11,70
"51314","Sypl",1210,1756.5
"51315","Sypl2",8.5,13.5
"51316","Sys1",428.5,516
"51317","Syt1",1,165.5
"51318","Syt10",0,6
"51319","Syt11",94,1017.5
"51320","Syt12",15.5,39
"51321","Syt13",4.5,467.5
"51322","Syt14",569,757
"51323","Syt15",0.5,3
"51324","Syt16",1,21
"51325","Syt17",10,192
"51326","Syt2",3,4.5
"51327","Syt3",187.5,125.5
"51328","Syt4",5,68.5
"51329","Syt5",34,86.5
"51330","Syt6",0,6
"51331","Syt7",93,187.5
"51332","Syt8",1.5,4
"51333","Syt9",1102,1117.5
"51334","Sytl1",61,118.5
"51335","Sytl2",0.5,35.5
"51336","Sytl3",35,6
"51337","Sytl4",1,15
"51338","Sytl5",0,12
"51339","Syvn1",1092.5,1439.5
"51340","Szrd1",2459.5,2802.5
"51341","Szt2",1658,1566.5
"51342","T",215,1896.5
"51343","T2",9.5,3.5
"51344","Taar1",0,0
"51345","Taar2",1.5,0
"51346","Taar3",0,0.5
"51347","Taar4",0,0
"51348","Taar5",0,0
"51349","Taar6",0,0
"51350","Taar7a",0,0
"51351","Taar7b",0,0
"51352","Taar7c-ps",0,0
"51353","Taar7d",0,0
"51354","Taar7e",0,0
"51355","Taar7f",0,0
"51356","Taar8a",0,0
"51357","Taar8b",0,0
"51358","Taar8c",0,0
"51359","Taar9",0,0
"51360","Tab1",575.5,452
"51361","Tab2",2911.5,3712
"51362","Tab3",1236,1552.5
"51363","Tac1",0.5,0.5
"51364","Tac2",25.5,0.5
"51365","Tac4",0.5,0
"51366","Tacc1",1514.5,1333.5
"51367","Tacc2",4901,2956.5
"51368","Tacc3",4700.5,4957
"51369","Taco1",295.5,292
"51370","Taco1os",0,0.5
"51371","Tacr1",0,0.5
"51372","Tacr2",1.5,2.5
"51373","Tacr3",1.5,18.5
"51374","Tacstd2",10.5,1086.5
"51375","Tada1",79.5,157.5
"51376","Tada2a",1953,1490
"51377","Tada2b",350,444
"51378","Tada3",2363,1034.5
"51379","Taf1",4169,3009
"51380","Taf10",983,1015.5
"51381","Taf11",825.5,879
"51382","Taf12",537.5,540
"51383","Taf13",375.5,467.5
"51384","Taf15",3731,3537.5
"51385","Taf1a",493.5,516
"51386","Taf1b",945,569.5
"51387","Taf1c",654.5,637.5
"51388","Taf1d",3824,3019
"51389","Taf2",2260,2914
"51390","Taf3",900.5,805.5
"51391","Taf4",1347,1760
"51392","Taf4b",1001.5,1345
"51393","Taf5",1195.5,1034
"51394","Taf5l",4258,3006.5
"51395","Taf6",1457,1197.5
"51396","Taf6l",791,512.5
"51397","Taf7",5359,3548
"51398","Taf7l",46.5,88.5
"51399","Taf7l2",10,1.5
"51400","Taf8",1312.5,1277
"51401","Taf9",12.5,12.5
"51402","Taf9-ps",492.5,597.5
"51403","Taf9b",86.5,72
"51404","Tafa1",0,1.5
"51405","Tafa2",0,10.5
"51406","Tafa3",3,22
"51407","Tafa4",70,37.5
"51408","Tafa5",14,201.5
"51409","Tagap",311.5,268
"51410","Tagap1",328.5,285.5
"51411","Tagln",7,1808
"51412","Tagln2",2493,7845.5
"51413","Tagln3",263,116
"51414","Tal1",2.5,33
"51415","Tal2",6.5,22
"51416","Taldo1",6029.5,3906.5
"51417","Tamm41",948.5,823.5
"51418","Tanc1",4415.5,3159.5
"51419","Tanc2",201.5,373
"51420","Tango2",330,270
"51421","Tango6",1003.5,1027
"51422","Tank",204,471.5
"51423","Taok1",3196.5,3794
"51424","Taok2",3152.5,2649
"51425","Taok3",521.5,803
"51426","Tap1",95,927.5
"51427","Tap2",6,319
"51428","Tapbp",544.5,1490
"51429","Tapbpl",50,189
"51430","Tapt1",800,688.5
"51431","Tarbp1",1012.5,1007
"51432","Tarbp2",1008.5,1144
"51433","Tardbp",11417.5,13778
"51434","Tarm1",18,6
"51435","Tars",7597,5318.5
"51436","Tars2",1891.5,1989.5
"51437","Tarsl2",287,387
"51438","Tas1r1",89.5,48.5
"51439","Tas1r2",1,1
"51440","Tas1r3",4,7.5
"51441","Tas2r102",0,0
"51442","Tas2r103",0,0
"51443","Tas2r104",0,0
"51444","Tas2r105",0,0
"51445","Tas2r106",0,0
"51446","Tas2r107",0,0
"51447","Tas2r108",0,0
"51448","Tas2r109",0,0
"51449","Tas2r110",0,0
"51450","Tas2r111-ps2",0,0
"51451","Tas2r113",0,0
"51452","Tas2r114",0,0
"51453","Tas2r115",0,0
"51454","Tas2r116",0,0
"51455","Tas2r117",0,0
"51456","Tas2r118",0,0
"51457","Tas2r119",0,0
"51458","Tas2r120",0,0
"51459","Tas2r121",0,0
"51460","Tas2r122",0,0
"51461","Tas2r123",0,0
"51462","Tas2r124",0,0
"51463","Tas2r125",0,0
"51464","Tas2r126",0,0
"51465","Tas2r129",0,0
"51466","Tas2r130",0,0
"51467","Tas2r131",0,0
"51468","Tas2r134",0,0
"51469","Tas2r135",0,0
"51470","Tas2r136",0,0
"51471","Tas2r137",0,0
"51472","Tas2r138",0,0
"51473","Tas2r139",0,0
"51474","Tas2r140",0,0
"51475","Tas2r141-ps4",0,0
"51476","Tas2r142-ps5",0,0
"51477","Tas2r143",0,0
"51478","Tas2r144",0,0
"51479","Tas2r145-ps3",0,0
"51480","Tas2r146-ps1",0,0
"51481","Tasor",3643,2826.5
"51482","Tasor2",718.5,4134
"51483","Tasp1",313.5,481.5
"51484","Tat",17.5,0.5
"51485","Tatdn1",226.5,285.5
"51486","Tatdn2",1370.5,1838.5
"51487","Tatdn3",175,124.5
"51488","Tax1bp1",4259.5,5330
"51489","Tax1bp3",131,369.5
"51490","Taz",952,672.5
"51491","Tbata",0.5,0
"51492","Tbc1d1",2473.5,1618
"51493","Tbc1d10a",971,1034
"51494","Tbc1d10b",4397,2331.5
"51495","Tbc1d10c",23.5,16.5
"51496","Tbc1d12",175,257
"51497","Tbc1d13",7233,3043
"51498","Tbc1d14",1733,1826
"51499","Tbc1d15",2420.5,3175
"51500","Tbc1d16",621.5,1633
"51501","Tbc1d17",1139,1329.5
"51502","Tbc1d19",338,422
"51503","Tbc1d2",354,659.5
"51504","Tbc1d20",1331,1289.5
"51505","Tbc1d21",0,0
"51506","Tbc1d22a",696,605.5
"51507","Tbc1d22b",1190,904
"51508","Tbc1d22bos",1.5,2.5
"51509","Tbc1d23",1340.5,1246
"51510","Tbc1d24",1070,461
"51511","Tbc1d25",754,586
"51512","Tbc1d2b",585,800.5
"51513","Tbc1d30",1.5,15.5
"51514","Tbc1d31",889,838
"51515","Tbc1d32",209.5,262
"51516","Tbc1d4",26.5,101.5
"51517","Tbc1d5",272.5,529.5
"51518","Tbc1d7",249.5,342.5
"51519","Tbc1d8",2153,590
"51520","Tbc1d8b",78,127
"51521","Tbc1d9",501.5,569.5
"51522","Tbc1d9b",1183.5,1040.5
"51523","Tbca",970,1239
"51524","Tbcb",1627,1339
"51525","Tbcc",455.5,377.5
"51526","Tbccd1",564,668
"51527","Tbcd",2501,2321.5
"51528","Tbce",695.5,727.5
"51529","Tbcel",1316.5,1109
"51530","Tbck",392.5,327.5
"51531","Tbk1",1134,1328
"51532","Tbkbp1",212.5,320.5
"51533","Tbl1x",4518,4733
"51534","Tbl1xr1",2500,1774
"51535","Tbl2",1427.5,1463
"51536","Tbl3",3846.5,3564.5
"51537","Tbp",1271.5,1306
"51538","Tbpl1",693.5,1023.5
"51539","Tbpl2",0,0
"51540","Tbr1",2,4
"51541","Tbrg1",4246.5,4329
"51542","Tbrg4",4263.5,4066.5
"51543","Tbx1",4,3.5
"51544","Tbx10",0,0.5
"51545","Tbx15",87.5,75.5
"51546","Tbx18",159,18
"51547","Tbx19",0,0.5
"51548","Tbx2",25,45.5
"51549","Tbx20",45.5,429.5
"51550","Tbx21",19.5,7.5
"51551","Tbx22",0,4
"51552","Tbx3",7472.5,1085
"51553","Tbx3os1",21,4.5
"51554","Tbx3os2",14.5,2.5
"51555","Tbx4",38,75
"51556","Tbx5",3.5,1
"51557","Tbx6",13,12
"51558","Tbxa2r",11.5,40
"51559","Tbxas1",0,0.5
"51560","Tc2n",4.5,71
"51561","Tcaf1",62.5,854
"51562","Tcaf2",35.5,332
"51563","Tcaf3",0,1
"51564","Tcaim",149,171
"51565","Tcam1",7,17
"51566","Tcap",0,1
"51567","Tcea1",3818,3325
"51568","Tcea1-ps1",2174.5,1876.5
"51569","Tcea2",129.5,171
"51570","Tcea3",1095,1602.5
"51571","Tceal1",25,59
"51572","Tceal3",1.5,26.5
"51573","Tceal5",19.5,104.5
"51574","Tceal6",8,36
"51575","Tceal7",7.5,48
"51576","Tceal8",1597,3351
"51577","Tceal9",2508.5,6540
"51578","Tceanc",245,116.5
"51579","Tceanc2",120.5,162.5
"51580","Tcerg1",6719.5,7357
"51581","Tcerg1l",2,50.5
"51582","Tcf12",1790.5,1739
"51583","Tcf15",100,575.5
"51584","Tcf19",256,236.5
"51585","Tcf20",4575,5570
"51586","Tcf21",0,3.5
"51587","Tcf23",0.5,2.5
"51588","Tcf24",170.5,82
"51589","Tcf25",4440.5,5078.5
"51590","Tcf3",5327.5,4584.5
"51591","Tcf4",2611,1503.5
"51592","Tcf7",2880.5,2430
"51593","Tcf7l1",4055.5,2940
"51594","Tcf7l2",392,449.5
"51595","Tcfl5",192,1125
"51596","Tchh",6.5,89
"51597","Tchhl1",0,0
"51598","Tchp",464.5,453.5
"51599","Tcim",0,28
"51600","Tcirg1",844,949.5
"51601","Tcl1",2730,592
"51602","Tcl1b1",1,0
"51603","Tcl1b2",30,1
"51604","Tcl1b3",3.5,0.5
"51605","Tcl1b4",2,0.5
"51606","Tcl1b5",1.5,0.5
"51607","Tcn2",894.5,847.5
"51608","Tcof1",9383,8004
"51609","Tcp1",17335.5,17344.5
"51610","Tcp1-ps1",154,168
"51611","Tcp10a",4,1
"51612","Tcp10b",6,0
"51613","Tcp10c",5,0
"51614","Tcp11",155.5,83.5
"51615","Tcp11l1",41.5,183
"51616","Tcp11l2",67,137.5
"51617","Tcp11x2",2,28.5
"51618","Tcstv1",10,28
"51619","Tcstv3",38,136
"51620","Tcta",113.5,160
"51621","Tcte1",0,2
"51622","Tcte2",8.5,46.5
"51623","Tcte3",0,1.5
"51624","Tctex1d1",0,1
"51625","Tctex1d2",262.5,239.5
"51626","Tctex1d4",2,2.5
"51627","Tctn1",361,347.5
"51628","Tctn2",454.5,655
"51629","Tctn3",171.5,195.5
"51630","Tdg",973.5,1516.5
"51631","Tdg-ps",612,1029
"51632","Tdg-ps2",608,907.5
"51633","Tdgf1",7148,9859.5
"51634","Tdgf1-ps1",3401.5,4611.5
"51635","Tdgf1-ps2",0,0
"51636","Tdh",18020.5,6019.5
"51637","Tdo2",0.5,0.5
"51638","Tdp1",1107.5,1287.5
"51639","Tdp2",1829,1921.5
"51640","Tdpoz1",1,2.5
"51641","Tdpoz2",0.5,3.5
"51642","Tdpoz3",10.5,34.5
"51643","Tdpoz4",8.5,48.5
"51644","Tdpoz5",0.5,5
"51645","Tdpoz6",0.5,7
"51646","Tdpoz7",0,0
"51647","Tdpoz8",6,22.5
"51648","Tdpoz9",2,6.5
"51649","Tdrd1",8.5,210
"51650","Tdrd12",3268.5,1484.5
"51651","Tdrd3",306.5,503
"51652","Tdrd5",27,400
"51653","Tdrd6",0.5,17
"51654","Tdrd7",34,290
"51655","Tdrd9",29,11
"51656","Tdrkh",19,172
"51657","Tdrp",2751,466
"51658","Tead1",7520,8466
"51659","Tead2",4464,4307
"51660","Tead3",159.5,1038
"51661","Tead4",1018.5,618
"51662","Tec",82,304.5
"51663","Tecpr1",1289,638
"51664","Tecpr2",609,647
"51665","Tecr",3960,2451
"51666","Tecrl",0,0
"51667","Tecta",33,2.5
"51668","Tectb",0.5,0
"51669","Tedc1",1600,1472
"51670","Tedc2",735.5,568
"51671","Teddm1a",0,0
"51672","Teddm1b",0,0
"51673","Teddm2",2,11
"51674","Teddm3",1.5,0.5
"51675","Tef",1301,1113.5
"51676","Tefm",629,562
"51677","Tek",439.5,295.5
"51678","Tekt1",286,59.5
"51679","Tekt2",17.5,39
"51680","Tekt3",0,1.5
"51681","Tekt4",0,0
"51682","Tekt5",22,5.5
"51683","Telo2",780.5,873
"51684","Ten1",209,184
"51685","Tenm1",22,28
"51686","Tenm2",0.5,5
"51687","Tenm3",2102,1776
"51688","Tenm4",1483,572.5
"51689","Tent2",1313,1248.5
"51690","Tent4a",1068,1465.5
"51691","Tent4b",1405,1791
"51692","Tent5a",14,202
"51693","Tent5b",107.5,605
"51694","Tent5c",50,66
"51695","Tent5d",1.5,14
"51696","Tep1",469,744
"51697","Tepp",5.5,2.5
"51698","Tepsin",743,676
"51699","Terb1",3,18
"51700","Terb2",73,13
"51701","Terc",4.5,12.5
"51702","Terf1",4924,4374
"51703","Terf2",1384.5,941.5
"51704","Terf2ip",659,584.5
"51705","Tert",937,550
"51706","Tes",941,1613.5
"51707","Tes3-ps",347,554.5
"51708","Tesc",14,19.5
"51709","Tescl",4.5,3.5
"51710","Tesk1",199,396.5
"51711","Tesk2",1303.5,901.5
"51712","Tesmin",58,68
"51713","Tespa1",209,182.5
"51714","Tet1",11838.5,10185.5
"51715","Tet2",5905.5,1662
"51716","Tet3",181.5,890
"51717","Tex10",4089.5,5018
"51718","Tex101",6.5,11
"51719","Tex11",153.5,112.5
"51720","Tex12",2.5,1
"51721","Tex13a",0,0
"51722","Tex13b",3.5,1.5
"51723","Tex13c1",0,0
"51724","Tex13c2",7,17
"51725","Tex13c3",0.5,1
"51726","Tex14",620.5,172.5
"51727","Tex15",902,490.5
"51728","Tex16",1,26.5
"51729","Tex19.1",2127,1192
"51730","Tex19.2",80,55
"51731","Tex2",3099,994.5
"51732","Tex21",110.5,169
"51733","Tex22",0,0
"51734","Tex24",0,0
"51735","Tex26",10,10
