"","Geneid","2i_counts","S_counts"
"50005","Slc35a3",688.5,915.5
"50006","Slc35a4",1276,1606.5
"50007","Slc35a5",241.5,347
"50008","Slc35b1",1514.5,1362.5
"50009","Slc35b2",914,782
"50010","Slc35b3",274,244
"50011","Slc35b4",617.5,1004.5
"50012","Slc35c1",196,229
"50013","Slc35c2",1126,716.5
"50014","Slc35d1",361.5,607.5
"50015","Slc35d2",127.5,114
"50016","Slc35d3",6.5,17.5
"50017","Slc35e1",1555,1359
"50018","Slc35e2",623,563
"50019","Slc35e3",542.5,897
"50020","Slc35e4",73,341
"50021","Slc35f1",1.5,128
"50022","Slc35f2",1820,1599
"50023","Slc35f3",3.5,13.5
"50024","Slc35f4",0.5,3
"50025","Slc35f5",408.5,2115
"50026","Slc35f6",679.5,667.5
"50027","Slc35g1",1726,852.5
"50028","Slc35g2",20.5,50
"50029","Slc35g3",17.5,2
"50030","Slc36a1",590,472
"50031","Slc36a1os",0.5,0
"50032","Slc36a2",18.5,7.5
"50033","Slc36a3",2,0.5
"50034","Slc36a3os",0.5,0
"50035","Slc36a4",30.5,155
"50036","Slc37a1",408.5,292
"50037","Slc37a2",295.5,115.5
"50038","Slc37a3",1603.5,1495.5
"50039","Slc37a4",213,185
"50040","Slc38a1",2595,5748
"50041","Slc38a10",4215.5,2847.5
"50042","Slc38a11",0.5,0.5
"50043","Slc38a2",9268.5,14697
"50044","Slc38a3",21,123.5
"50045","Slc38a4",5526.5,11668
"50046","Slc38a5",6.5,28.5
"50047","Slc38a6",184.5,277.5
"50048","Slc38a7",1822.5,1019.5
"50049","Slc38a8",11.5,0.5
"50050","Slc38a9",271.5,432
"50051","Slc39a1",2091,1395
"50052","Slc39a1-ps",375.5,273.5
"50053","Slc39a10",2518,4376.5
"50054","Slc39a11",1807.5,327
"50055","Slc39a12",0,0
"50056","Slc39a13",257.5,249.5
"50057","Slc39a14",86.5,1903.5
"50058","Slc39a2",54,25
"50059","Slc39a3",216,162.5
"50060","Slc39a4",1508.5,643.5
"50061","Slc39a5",10.5,8
"50062","Slc39a6",770,963.5
"50063","Slc39a7",324,330
"50064","Slc39a8",2.5,517.5
"50065","Slc39a9",1130.5,1036.5
"50066","Slc3a1",1.5,3.5
"50067","Slc3a2",5017.5,5108
"50068","Slc40a1",23.5,1502.5
"50069","Slc41a1",1458,911.5
"50070","Slc41a2",13.5,26
"50071","Slc41a3",156.5,88
"50072","Slc43a1",166.5,490
"50073","Slc43a2",283.5,645
"50074","Slc43a3",85,256.5
"50075","Slc44a1",4813.5,3869
"50076","Slc44a2",1637.5,2732.5
"50077","Slc44a3",49,28
"50078","Slc44a4",177.5,136
"50079","Slc44a5",11,17.5
"50080","Slc45a1",13,49.5
"50081","Slc45a2",8,0.5
"50082","Slc45a3",165,115
"50083","Slc45a4",2540,1715
"50084","Slc46a1",336.5,401
"50085","Slc46a2",0,0.5
"50086","Slc46a3",72,68
"50087","Slc47a1",24,54.5
"50088","Slc47a2",25.5,16
"50089","Slc48a1",470,289.5
"50090","Slc49a4",1006,934
"50091","Slc4a1",6,9.5
"50092","Slc4a10",0,2.5
"50093","Slc4a11",863.5,1312.5
"50094","Slc4a1ap",946.5,1011
"50095","Slc4a2",836,956.5
"50096","Slc4a3",86.5,301
"50097","Slc4a4",28,324.5
"50098","Slc4a5",1915.5,195.5
"50099","Slc4a7",1948,3595
"50100","Slc4a8",782.5,412
"50101","Slc4a9",36,4.5
"50102","Slc50a1",468.5,205.5
"50103","Slc51a",183.5,9
"50104","Slc51b",0,0.5
"50105","Slc52a2",581,591.5
"50106","Slc52a3",720.5,106.5
"50107","Slc5a1",122,43.5
"50108","Slc5a10",5,1.5
"50109","Slc5a11",302.5,151.5
"50110","Slc5a12",0.5,2.5
"50111","Slc5a2",2,1.5
"50112","Slc5a3",239.5,343.5
"50113","Slc5a4a",0,0.5
"50114","Slc5a4b",2.5,19
"50115","Slc5a5",12,502
"50116","Slc5a6",1209,541.5
"50117","Slc5a7",0,23.5
"50118","Slc5a8",4.5,18
"50119","Slc5a9",7.5,2
"50120","Slc66a2",93.5,326.5
"50121","Slc6a1",241,116
"50122","Slc6a11",0,11.5
"50123","Slc6a12",1.5,3
"50124","Slc6a13",4.5,9
"50125","Slc6a14",0.5,25.5
"50126","Slc6a15",355.5,802.5
"50127","Slc6a16",18.5,8.5
"50128","Slc6a17",1,14
"50129","Slc6a18",0,0
"50130","Slc6a19",0.5,5.5
"50131","Slc6a19os",0,0
"50132","Slc6a2",0,18.5
"50133","Slc6a20a",12.5,3.5
"50134","Slc6a20b",4.5,1.5
"50135","Slc6a21",0,1
"50136","Slc6a3",8.5,11.5
"50137","Slc6a4",0.5,27
"50138","Slc6a5",4.5,3
"50139","Slc6a6",9446,9527
"50140","Slc6a7",522,28.5
"50141","Slc6a8",6506.5,2657
"50142","Slc6a9",113,77
"50143","Slc7a1",4096.5,1899
"50144","Slc7a10",0.5,7
"50145","Slc7a11",3492.5,5801.5
"50146","Slc7a12",0,0
"50147","Slc7a13",0,0
"50148","Slc7a14",3.5,9
"50149","Slc7a15",0.5,0
"50150","Slc7a2",46,82
"50151","Slc7a3",3838,4243
"50152","Slc7a4",53.5,77.5
"50153","Slc7a5",8037,6109.5
"50154","Slc7a6",907.5,1891.5
"50155","Slc7a6os",1089,894
"50156","Slc7a7",221.5,3575
"50157","Slc7a8",65.5,106
"50158","Slc7a9",62,19.5
"50159","Slc8a1",9,48.5
"50160","Slc8a2",224,215.5
"50161","Slc8a3",14.5,5
"50162","Slc8b1",1531,738
"50163","Slc9a1",1821,1395
"50164","Slc9a2",15,7
"50165","Slc9a3",0.5,0.5
"50166","Slc9a3r1",1365.5,2460
"50167","Slc9a3r2",1005.5,477.5
"50168","Slc9a4",0,0
"50169","Slc9a5",272.5,456
"50170","Slc9a6",599.5,532.5
"50171","Slc9a7",3.5,49
"50172","Slc9a8",1735,941.5
"50173","Slc9a9",3,5.5
"50174","Slc9b1",538.5,479.5
"50175","Slc9b2",7.5,48
"50176","Slc9c1",0,0
"50177","Slco1a1",0,0
"50178","Slco1a4",0.5,0
"50179","Slco1a5",0.5,15.5
"50180","Slco1a6",0,0
"50181","Slco1b2",5.5,4
"50182","Slco1c1",0,0
"50183","Slco2a1",202.5,184.5
"50184","Slco2b1",0,0
"50185","Slco3a1",7.5,288
"50186","Slco4a1",103,318
"50187","Slco4c1",892,319.5
"50188","Slco5a1",173.5,432.5
"50189","Slco6b1",0,0
"50190","Slco6c1",0,0
"50191","Slco6d1",0,0
"50192","Slf1",804.5,650.5
"50193","Slf2",2712,3913
"50194","Slfn1",0,0
"50195","Slfn10-ps",99,17.5
"50196","Slfn14",0.5,0
"50197","Slfn2",0.5,7.5
"50198","Slfn3",17.5,7
"50199","Slfn4",7.5,1
"50200","Slfn5",31.5,33
"50201","Slfn5os",0,0
"50202","Slfn8",178,12.5
"50203","Slfn9",471.5,44
"50204","Slfnl1",0,0
"50205","Slirp",99.5,101
"50206","Slit1",16.5,57
"50207","Slit2",1232,311
"50208","Slit3",161.5,457
"50209","Slitrk1",0,0
"50210","Slitrk2",0.5,28
"50211","Slitrk3",0,14
"50212","Slitrk4",4,72.5
"50213","Slitrk5",22,154
"50214","Slitrk6",0,0
"50215","Slk",2147.5,2441.5
"50216","Slmap",5162.5,3880
"50217","Slmapos2",0,0.5
"50218","Sln",0,0
"50219","Slpi",0,4
"50220","Sltm",3093,3967
"50221","Slu7",1231,1398
"50222","Slurp1",0,0
"50223","Slurp2",0,0
"50224","Slx",0,0.5
"50225","Slx1b",319.5,280
"50226","Slx4",1293.5,1116
"50227","Slx4ip",345,430
"50228","Slxl1",0,0
"50229","Sly",0,0
"50230","Smad1",398,645
"50231","Smad2",1641,2041
"50232","Smad3",1595.5,1297.5
"50233","Smad4",2118,2966.5
"50234","Smad5",927.5,1358.5
"50235","Smad6",221,335.5
"50236","Smad7",4033,2790
"50237","Smad9",75.5,17.5
"50238","Smagp",390.5,349
"50239","Smap1",843.5,768
"50240","Smap2",586.5,809
"50241","Smarca1",114.5,627
"50242","Smarca2",95.5,71.5
"50243","Smarca4",8641.5,9999
"50244","Smarca5",5261.5,4653.5
"50245","Smarca5-ps",1637.5,1438.5
"50246","Smarcad1",6485.5,5771.5
"50247","Smarcal1",1354.5,1140.5
"50248","Smarcb1",2922.5,2817.5
"50249","Smarcc1",10917.5,12647.5
"50250","Smarcc2",1130.5,1286.5
"50251","Smarcd1",4139,4444.5
"50252","Smarcd2",2399.5,1936.5
"50253","Smarcd3",123.5,68
"50254","Smarce1",1072,1542
"50255","Smarce1-ps1",559.5,675
"50256","Smbd1",1.5,0
"50257","Smc1a",5826,6179.5
"50258","Smc1b",154.5,44
"50259","Smc2",7639.5,7905.5
"50260","Smc2os",0,0
"50261","Smc3",7011,7961.5
"50262","Smc4",8027,9334
"50263","Smc5",2904.5,2877
"50264","Smc6",3450.5,3969
"50265","Smchd1",2213.5,4336.5
"50266","Smco1",0,0.5
"50267","Smco2",1,0.5
"50268","Smco3",0.5,0
"50269","Smco4",148,244.5
"50270","Smcp",0,0
"50271","Smcr8",2167,1780
"50272","Smdt1",746.5,802.5
"50273","Smg1",6087.5,4926
"50274","Smg5",6850,5872
"50275","Smg6",1844,1939.5
"50276","Smg7",6614.5,5422
"50277","Smg8",1520,1475
"50278","Smg9",719,671
"50279","Smgc",0.5,9.5
"50280","Smim1",77.5,53.5
"50281","Smim10l1",301,428
"50282","Smim10l2a",87,213
"50283","Smim11",255,316
"50284","Smim12",709.5,586
"50285","Smim13",239,317
"50286","Smim14",847.5,379
"50287","Smim15",1389.5,2412.5
"50288","Smim17",2.5,3
"50289","Smim18",1,0.5
"50290","Smim19",180.5,192.5
"50291","Smim20",471.5,367
"50292","Smim22",25,9
"50293","Smim23",0,0
"50294","Smim24",10,19.5
"50295","Smim26",160,132.5
"50296","Smim27",16,16
"50297","Smim3",82.5,455.5
"50298","Smim31",0,1
"50299","Smim34",0,0
"50300","Smim38",0.5,0.5
"50301","Smim4",105.5,118.5
"50302","Smim40",122,133.5
"50303","Smim40-ps",20,31.5
"50304","Smim41",0.5,1
"50305","Smim5",3,7.5
"50306","Smim6",3.5,4
"50307","Smim7",1154.5,1154
"50308","Smim8",313.5,237
"50309","Smim9",1,0.5
"50310","Smkr-ps",13,3.5
"50311","Smlr1",0,0
"50312","Smn1",1371,1772
"50313","Smndc1",1967,2405
"50314","Smo",460.5,1889
"50315","Smoc1",974,600
"50316","Smoc2",0,20.5
"50317","Smok2a",1,0
"50318","Smok2b",0,0.5
"50319","Smok3a",0,0
"50320","Smok3b",0,0.5
"50321","Smok3c",0,0
"50322","Smok4a",12,1
"50323","Smox",1140,364.5
"50324","Smpd1",269,470
"50325","Smpd2",618.5,380.5
"50326","Smpd3",1.5,33.5
"50327","Smpd4",3724.5,4019
"50328","Smpd5",5.5,8
"50329","Smpdl3a",6.5,27.5
"50330","Smpdl3b",117.5,320.5
"50331","Smpx",0,0
"50332","Smr2",0,0
"50333","Smr3a",1.5,2
"50334","Sms",1258.5,1775
"50335","Sms-ps",1189.5,1626
"50336","Smt3h1-ps",52,64.5
"50337","Smt3h2-ps",343,388
"50338","Smt3h2-ps2",68,80
"50339","Smt3h2-ps4",298,321
"50340","Smtn",870.5,1485.5
"50341","Smtnl1",80,24.5
"50342","Smtnl2",4000,1007
"50343","Smu1",4862,4555
"50344","Smug1",486,357
"50345","Smurf1",1284,1840.5
"50346","Smurf2",1046.5,1806
"50347","Smyd1",157.5,50
"50348","Smyd2",890,742
"50349","Smyd3",1330.5,581
"50350","Smyd4",499.5,451
"50351","Smyd5",3525.5,3577
"50352","Snai1",120.5,203
"50353","Snai2",21.5,19.5
"50354","Snai3",8.5,183.5
"50355","Snap23",2176.5,1684.5
"50356","Snap25",1.5,16.5
"50357","Snap29",616,633
"50358","Snap47",983.5,1901.5
"50359","Snap91",208.5,54
"50360","Snapc1",341.5,302
"50361","Snapc1l",0,0
"50362","Snapc2",506,476.5
"50363","Snapc3",661,1068
"50364","Snapc4",1291.5,1455
"50365","Snapc5",268.5,304.5
"50366","Snapin",853,867.5
"50367","Snca",3,33.5
"50368","Sncaip",5,8
"50369","Sncb",9.5,26
"50370","Sncg",159,31.5
"50371","Snd1",6963.5,6555.5
"50372","Sned1",31.5,829.5
"50373","Snf8",890,875
"50374","Snhg1",2901.5,2275
"50375","Snhg10",20.5,11.5
"50376","Snhg11",506,374
"50377","Snhg12",1269,880.5
"50378","Snhg14",543,1801.5
"50379","Snhg15",520,383
"50380","Snhg16",548,461.5
"50381","Snhg17",1356,1053
"50382","Snhg18",7,36
"50383","Snhg20",359.5,218
"50384","Snhg3",4,3.5
"50385","Snhg4",834,725.5
"50386","Snhg5",2300,1872.5
"50387","Snhg6",923,518.5
"50388","Snhg7os",10,10.5
"50389","Snhg8",475.5,393.5
"50390","Snhg9",12.5,5.5
"50391","Snip1",1013,1007.5
"50392","Snn",248,862
"50393","Snora15",0,0
"50394","Snora16a",0,0
"50395","Snora17",9.5,17.5
"50396","Snora19",0.5,0.5
"50397","Snora20",2,4
"50398","Snora21",8,11.5
"50399","Snora23",12,11
"50400","Snora24",0,0
"50401","Snora26",0,0
"50402","Snora28",0,0
"50403","Snora2b",2,0
"50404","Snora3",0,0
"50405","Snora30",0,0
"50406","Snora31",41,54.5
"50407","Snora33",0,0
"50408","Snora34",6,3.5
"50409","Snora35",0,0
"50410","Snora36b",0,0
"50411","Snora41",31,28.5
"50412","Snora43",24.5,24
"50413","Snora44",0,0
"50414","Snora47",0.5,2.5
"50415","Snora52",0,0
"50416","Snora57",43,34.5
"50417","Snora5c",0.5,0.5
"50418","Snora61",0,0
"50419","Snora62",7,7
"50420","Snora64",0,0
"50421","Snora65",0,0
"50422","Snora68",0,0
"50423","Snora69",10,12
"50424","Snora70",0,0
"50425","Snora73a",0,0
"50426","Snora73b",0,0
"50427","Snora74a",0,0
"50428","Snora75",0,0
"50429","Snora78",23,14.5
"50430","Snora7a",0,0
"50431","Snora81",0,0
"50432","Snora9",0,0
"50433","Snorc",0,2
"50434","Snord100",0,0
"50435","Snord104",56.5,46
"50436","Snord107",0,0
"50437","Snord11",4,2.5
"50438","Snord110",12,7
"50439","Snord111",0,0
"50440","Snord116l1",0,0
"50441","Snord116l10",0,0
"50442","Snord116l11",0,0
"50443","Snord116l12",0,0
"50444","Snord116l13",0,0
"50445","Snord116l14",0,0
"50446","Snord116l15",0,0
"50447","Snord116l16",0,0
"50448","Snord116l17",0,0
"50449","Snord116l2",0,0
"50450","Snord116l3",0,0
"50451","Snord116l4",0,0
"50452","Snord116l5",0,0
"50453","Snord116l6",0,0
"50454","Snord116l7",0,0
"50455","Snord116l8",0,0
"50456","Snord116l9",0,0
"50457","Snord118",0,0
"50458","Snord12",0,0
"50459","Snord123",0,0.5
"50460","Snord13",0,0
"50461","Snord14a",0,0
"50462","Snord14c",0,0
"50463","Snord14d",0,0
"50464","Snord14e",0,0
"50465","Snord15a",4.5,3
"50466","Snord15b",0,0
"50467","Snord16a",0,0
"50468","Snord17",12.5,14
"50469","Snord19",0,0
"50470","Snord1a",0,0
"50471","Snord1b",0,0
"50472","Snord1c",0,0
"50473","Snord2",0,0
"50474","Snord21",0,0
"50475","Snord22",0,0
"50476","Snord23",4.5,2
"50477","Snord32a",60,33
"50478","Snord33",0,0
"50479","Snord34",33,30.5
"50480","Snord35a",46,30.5
"50481","Snord35b",0,0
"50482","Snord37",17.5,15.5
"50483","Snord38a",0,0
"50484","Snord42a",0,0
"50485","Snord42b",3.5,6.5
"50486","Snord43",25.5,22
"50487","Snord45b",0,0
"50488","Snord45c",0,0
"50489","Snord47",0,0
"50490","Snord49a",41,31.5
"50491","Snord49b",19.5,27.5
"50492","Snord4a",0,0
"50493","Snord50a",0,0
"50494","Snord50b",0,0
"50495","Snord52",0,0
"50496","Snord53",26.5,17.5
"50497","Snord55",20,14.5
"50498","Snord57",0,0
"50499","Snord58b",25,16.5
"50500","Snord59a",13.5,6.5
"50501","Snord60",0,0
"50502","Snord61",0,1
"50503","Snord64",0,0
"50504","Snord65",36.5,26
"50505","Snord66",4.5,4.5
"50506","Snord67",0,0
"50507","Snord68",0,0
"50508","Snord69",0,0
"50509","Snord7",5.5,8.5
"50510","Snord70",6,5.5
"50511","Snord71",3,2.5
"50512","Snord72",24,21.5
"50513","Snord73a",22.5,17
"50514","Snord78",0,0
"50515","Snord8",3,3.5
"50516","Snord80",0,0
"50517","Snord82",0,0
"50518","Snord83b",58.5,42.5
"50519","Snord85",1,1.5
"50520","Snord87",26,20.5
"50521","Snord88a",0,0
"50522","Snord88c",11.5,10.5
"50523","Snord89",5,6
"50524","Snord90",0,0
"50525","Snord91a",8.5,6
"50526","Snord92",0,0
"50527","Snord93",8.5,8
"50528","Snord95",0,0
"50529","Snord96a",0,0
"50530","Snord98",6,2.5
"50531","Snord99",0,0
"50532","Snph",0.5,43.5
"50533","Snrk",299.5,462.5
"50534","Snrnp200",12697.5,13603.5
"50535","Snrnp25",654.5,580.5
"50536","Snrnp27",1057,834
"50537","Snrnp35",238.5,180.5
"50538","Snrnp40",4054,4171
"50539","Snrnp48",1715,1469
"50540","Snrnp70",10276,10307
"50541","Snrp1c-ps1",22,21
"50542","Snrp1c-ps2",0,0
"50543","Snrpa",2379,2406
"50544","Snrpa1",2174.5,2599.5
"50545","Snrpb",5579,7583.5
"50546","Snrpb2",2217,2164
"50547","Snrpc",820,945.5
"50548","Snrpd1",1712.5,2039.5
"50549","Snrpd2",2930.5,2672.5
"50550","Snrpd3",3626,4126.5
"50551","Snrpe",1674.5,1737
"50552","Snrpert",1510,1535.5
"50553","Snrpf",351.5,421
"50554","Snrpg",890,1112.5
"50555","Snrpn",584.5,2377
"50556","Snta1",349.5,365
"50557","Sntb1",345,244
"50558","Sntb2",2773.5,2119.5
"50559","Sntg1",1,1
"50560","Sntg2",2,3
"50561","Sntn",0,0
"50562","Snu13",1056.5,1181
"50563","Snupn",460,435
"50564","Snurf",0,0
"50565","Snw1",2286.5,2278.5
"50566","Snx1",2104,1179
"50567","Snx10",1853.5,1499
"50568","Snx11",684,605
"50569","Snx12",1075.5,1242.5
"50570","Snx13",693.5,933.5
"50571","Snx14",830.5,896.5
"50572","Snx15",275,291
"50573","Snx16",274.5,441.5
"50574","Snx17",2625.5,2218
"50575","Snx18",4089.5,2291
"50576","Snx19",604,975
"50577","Snx2",5542,3198
"50578","Snx20",267,4.5
"50579","Snx21",274.5,236
"50580","Snx22",53,14
"50581","Snx24",88.5,228
"50582","Snx25",248,259.5
"50583","Snx27",2711.5,3234
"50584","Snx29",335,168.5
"50585","Snx3",4531.5,2756.5
"50586","Snx30",1259.5,1872
"50587","Snx31",17.5,13
"50588","Snx32",75,66.5
"50589","Snx33",34,253
"50590","Snx4",2424.5,2023
"50591","Snx5",12747.5,12545
"50592","Snx6",2188.5,2033.5
"50593","Snx7",98.5,453.5
"50594","Snx8",1054,1332
"50595","Snx9",507,491.5
"50596","Soat1",726.5,3527
"50597","Soat2",56.5,29.5
"50598","Sobp",27,17.5
"50599","Socs1",67,165
"50600","Socs2",912.5,1793.5
"50601","Socs3",2282,1860
"50602","Socs4",842,1001.5
"50603","Socs5",251,593.5
"50604","Socs6",946.5,1196.5
"50605","Socs7",1400.5,1308
"50606","Sod1",8857.5,6628.5
"50607","Sod2",6608.5,2642.5
"50608","Sod3",0,0
"50609","Soga1",382,1266.5
"50610","Soga3",2.5,153
"50611","Sohlh1",0,6
"50612","Sohlh2",500,142
"50613","Son",11012.5,11996
"50614","Sorbs1",517.5,592.5
"50615","Sorbs2",0.5,153.5
"50616","Sorbs2os",0,0
"50617","Sorbs3",38,835.5
"50618","Sorcs1",0,5
"50619","Sorcs2",193,185
"50620","Sorcs3",0.5,1
"50621","Sord",771.5,403.5
"50622","Sorl1",5074,1701.5
"50623","Sort1",387,1764.5
"50624","Sos1",2348,2152.5
"50625","Sos2",329,707.5
"50626","Sost",1,1
"50627","Sostdc1",5.5,2
"50628","Sowaha",3.5,12
"50629","Sowahb",248.5,472
"50630","Sowahc",216.5,227
"50631","Sowahd",0,0.5
"50632","Sox1",86.5,18.5
"50633","Sox10",3.5,38.5
"50634","Sox11",60,2439
"50635","Sox12",1181,1437.5
"50636","Sox13",1883.5,1287.5
"50637","Sox14",0.5,3.5
"50638","Sox15",315.5,265
"50639","Sox17",3,10.5
"50640","Sox18",15.5,31
"50641","Sox1ot",1.5,0.5
"50642","Sox2",13327.5,7591
"50643","Sox21",821.5,130.5
"50644","Sox2ot",16.5,15.5
"50645","Sox3",20,234
"50646","Sox30",3.5,14
"50647","Sox4",198,2733.5
"50648","Sox5",2,4.5
"50649","Sox5it",0,0
"50650","Sox5os1",0,0
"50651","Sox5os2",0,0.5
"50652","Sox5os3",0,0
"50653","Sox5os4",0,0
"50654","Sox5os5",0,0
"50655","Sox6",10.5,70
"50656","Sox6os",0,0
"50657","Sox7",2,39.5
"50658","Sox8",4,13
"50659","Sox9",0,8
"50660","Sp1",6950,6595.5
"50661","Sp100",58.5,2.5
"50662","Sp110",8.5,38
"50663","Sp140",18,61.5
"50664","Sp2",1836.5,1112.5
"50665","Sp3",4204.5,3365.5
"50666","Sp3os",14.5,7.5
"50667","Sp4",302.5,355
"50668","Sp5",1428,1086
"50669","Sp6",5.5,13.5
"50670","Sp7",3,10
"50671","Sp8",39.5,156.5
"50672","Sp9",40.5,34.5
"50673","Spa17",14.5,22
"50674","Spaar",0,1
"50675","Spaca1",0.5,5
"50676","Spaca3",0,0
"50677","Spaca4",1,1
"50678","Spaca5",0,0
"50679","Spaca6",177,323.5
"50680","Spaca7",0,0
"50681","Spaca9",4.5,3
"50682","Spag1",165.5,225
"50683","Spag11a",0,0
"50684","Spag11b",0,0
"50685","Spag16",11,41.5
"50686","Spag17",0,1
"50687","Spag17os",0,0
"50688","Spag4",39.5,51.5
"50689","Spag5",3334,2721.5
"50690","Spag6",0,1
"50691","Spag6l",6,27
"50692","Spag7",2088.5,1762
"50693","Spag8",9.5,7
"50694","Spag9",1580,2145
"50695","Spam1",0.5,0
"50696","Spanxn4",0,0
"50697","Sparc",7623.5,15118.5
"50698","Sparcl1",17,2
"50699","Spast",1853,2421
"50700","Spata1",52,30
"50701","Spata13",647.5,1341.5
"50702","Spata16",5,0.5
"50703","Spata17",0.5,1
"50704","Spata18",0.5,0.5
"50705","Spata19",0.5,0
"50706","Spata2",978,998.5
"50707","Spata20",2,10.5
"50708","Spata21",23,4.5
"50709","Spata22",5,6
"50710","Spata24",32,26
"50711","Spata25",1.5,0
"50712","Spata2l",27,19.5
"50713","Spata3",1,0
"50714","Spata31",0,0
"50715","Spata31d1a",136.5,41
"50716","Spata31d1b",53.5,36
"50717","Spata31d1c",0,0.5
"50718","Spata31d1d",4.5,0
"50719","Spata32",0,1
"50720","Spata33",17,15.5
"50721","Spata4",0,0
"50722","Spata45",2.5,11.5
"50723","Spata46",0,1.5
"50724","Spata48",1,6
"50725","Spata5",1331.5,1464
"50726","Spata5l1",99,182
"50727","Spata6",754.5,507
"50728","Spata7",312,224
"50729","Spata9",6.5,10
"50730","Spatc1",9.5,4
"50731","Spatc1l",1,0.5
"50732","Spats1",122,41.5
"50733","Spats2",1627.5,2600.5
"50734","Spats2l",414.5,575.5
"50735","Spc24",1871,1121
"50736","Spc25",1162,1525.5
"50737","Spcs1",1026,1155
"50738","Spcs2",1581,1872
"50739","Spcs2-ps",280.5,313
"50740","Spcs3",3206,3119
"50741","Spdef",7.5,4.5
"50742","Spdl1",1169,1138
"50743","Spdya",9,13.5
"50744","Spdye4a",1.5,0.5
"50745","Spdye4b",1.5,4.5
"50746","Spdye4c",0,0
"50747","Specc1",82,2085
"50748","Specc1l",2156.5,1920.5
"50749","Speer1",0,0
"50750","Speer2",0,0
"50751","Speer3",0,0
"50752","Speer4a",1.5,0.5
"50753","Speer4b",10.5,2.5
"50754","Speer4c",1,1
"50755","Speer4cos",0.5,4.5
"50756","Speer4d",0.5,3.5
"50757","Speer4e",1,2.5
"50758","Speer4f1",0,0
"50759","Speer4f2",0.5,0
"50760","Speer5-ps1",8,2
"50761","Speer6-ps1",0,0.5
"50762","Speer9-ps1",0,0
"50763","Spef1",57,50
"50764","Spef1l",8.5,8.5
"50765","Spef2",18.5,2
"50766","Speg",51.5,486
"50767","Spem1",1,1
"50768","Spem2",1,0
"50769","Spen",4885,4069.5
"50770","Spertl",0,0
"50771","Spesp1",42.5,69.5
"50772","Spg11",1178,705
"50773","Spg20",718,870
"50774","Spg21",1867,1383.5
"50775","Spg7",1529,1898.5
"50776","Sphk1",11,26.5
"50777","Sphk2",986.5,895.5
"50778","Sphkap",4,11.5
"50779","Spi1",36,5
"50780","Spib",4,32
"50781","Spic",907,34.5
"50782","Spice1",864,720.5
"50783","Spidr",1119,876.5
"50784","Spin1",2885.5,4052
"50785","Spin2-ps1",0,0
"50786","Spin2-ps2",0,0
"50787","Spin2-ps3",0.5,0.5
"50788","Spin2-ps4",0,0
"50789","Spin2-ps6",0,0
"50790","Spin2c",43,217.5
"50791","Spin2d",0.5,0
"50792","Spin2e",0.5,0
"50793","Spin2f",0,0
"50794","Spin2g",0,0
"50795","Spin3-ps",81,121
"50796","Spin4",74,117.5
"50797","Spindoc",1488,1226
"50798","Spink1",1.5,141.5
"50799","Spink10",1,2.5
"50800","Spink11",0,0
"50801","Spink12",0,0
"50802","Spink13",0,0
"50803","Spink14",0,0
"50804","Spink2",1,9
"50805","Spink4",1,0.5
"50806","Spink5",0,3
"50807","Spink6",0,0.5
"50808","Spink7",0,0
"50809","Spink8",0,1
"50810","Spinkl",0,0
"50811","Spint1",1643.5,2295.5
"50812","Spint2",2327,4723.5
"50813","Spint3",0,0
"50814","Spint4",0,0
"50815","Spint5",9,1.5
"50816","Spire1",585,1576
"50817","Spire2",302,320.5
"50818","Spn",19.5,180.5
"50819","Spn-ps",0,0
"50820","Spns1",3611,3483.5
"50821","Spns2",19.5,38.5
"50822","Spns3",34.5,3.5
"50823","Spo11",0,12
"50824","Spocd1",1.5,6
"50825","Spock1",30,16
"50826","Spock2",144.5,413
"50827","Spock3",1,7
"50828","Spon1",10,95
"50829","Spon2",22.5,23
"50830","Spop",1247,2472
"50831","Spopfm1",8.5,26
"50832","Spopfm2",2.5,6.5
"50833","Spopfm3",2.5,5
"50834","Spopl",1832.5,2266
"50835","Spout1",1130,919.5
"50836","Spp1",20103.5,3427
"50837","Spp2",0,0
"50838","Sppl2a",733,784.5
"50839","Sppl2b",459,583
"50840","Sppl2c",0,0
"50841","Sppl3",2157,2096
"50842","Spr",1442,1432.5
"50843","Spr-ps1",133,154
"50844","Spred1",1336,3599
"50845","Spred2",1969.5,2506.5
"50846","Spred3",190,456
"50847","Sprn",0,6.5
"50848","Sprr1a",0,10
"50849","Sprr1b",0,0
"50850","Sprr2a1",1,105
"50851","Sprr2a2",2,110
"50852","Sprr2a3",2,98
"50853","Sprr2b",4,8
"50854","Sprr2c-ps",0,0
"50855","Sprr2d",0,0
"50856","Sprr2e",0.5,0
"50857","Sprr2f",0,0
"50858","Sprr2g",0,0
"50859","Sprr2h",0,0
"50860","Sprr2i",0,0
"50861","Sprr2j-ps",0,0
"50862","Sprr2k",0,0.5
"50863","Sprr3",0,0.5
"50864","Sprr4",0,0
"50865","Sprtn",750.5,867
"50866","Spry1",119.5,1076.5
"50867","Spry2",1802,3307
"50868","Spry4",23,1776.5
"50869","Spryd3",473.5,678.5
"50870","Spryd4",895,702.5
"50871","Spryd7",299,385
"50872","Spsb1",406.5,743.5
"50873","Spsb2",113.5,146.5
"50874","Spsb3",101.5,106
"50875","Spsb4",8,64.5
"50876","Spta1",93.5,424
"50877","Sptan1",12326,19309.5
